bottom,top
,
,9:09:54
,9:15:44
,9:22:35
,9:23:56
,9:33:45
,9:34:59
,9:40:00
,9:47:09
,9:48:36
,10:05:27
,10:08:19
,10:11:45
,10:19:48
,10:21:10
,10:28:00
,10:31:55
,10:40:15
,10:42:51
,13:10:54
,13:25:00
,13:29:04
,
,15:19:14
,15:20:41
,15:27:06
,21:07:01
,21:15:20
,21:17:00
,
